id,active,status,approvedDate,title,summary,themeName,activities,longTermImpact,need,contactCountry,contactCity,contactState,funding,goal,remaining,numberOfDonations,numberOfReports,dateOfMostRecentReport,modifiedDate,theme > name,image > imagelink
17232,false,retired,2014-06-01T00:00:00-04:00,Donate a Health-Center to the Philippines,"Typhoons strike the Philippines every year. Supertyphoon Haiyan, locally known as Yolanda, destroyed the village of San Francisco in the Camotes Islands (Cebu). Healthcare is expensive and the closest hospital is 3-5hs away from the village. Kito delivered 1 Mobile Unit for emergencies (Kito-Health) to San Fernando and now aims to ship another one to San Francisco for long-lasting medical assistance to the population during the recovery. We only need $13.6k (1/5 of $68k) to complete the project!",Disaster Response,"Kito Health, as an additional and most accessible medical facility in the field, aims to provide people in need with prompt medical assistance. Given its energy self-sufficiency, Kito-Health hopes to become a safe shelter on which local people can rely when ordinary facilities are insufficient. Being sustainable and easily truckable, it represents a best practice face to natural catastrophes that can be spread to other areas of the Philippines as already demonstrated in San Fernando this year.","Despite its emergency nature, Kito Health has a long-term perspective focusing on prevention and sustainability. As previous experiences show, Kito offers and hosts different training on basic health and hygiene aimed to improve the living conditions and reduce the infectious illnesses insurgence within the local community. Thanks to its structure and materials, Kito Health is environment-friendly and autosustainable. It offers an innovative and easily transportable model in emergency & recovery","San Francisco, as happened with the supertyphoon Haiyan and the 7.2 magnitude earthquake, is difficult to reach in case of emergency. It is often left out from the international aid. As a consequence the local government asked Kito's support for the construction of a mobile health center (Kito Health) and the supply of emergency medical assistance to face the population's needs when natural disasters occur. Children and women are the main target of the intervention as the most vulnerable groups.",Italy,Padova,Veneto,70.00,13600.00,13530.00,1,0,,2021-11-25T02:23:55-05:00,Child Protection;Disaster Response;Economic Growth;Education;Gender Equality;Physical Health;Food Security;COVID-19;Clean Water;Safe Housing;Disaster Response;Climate Action;Physical Health;Sustainable Agriculture,6
17274,false,funded,2014-05-28T16:26:02-04:00,School for Angel,"In November 2013, Angel's world was turned upside down when the strongest storm ever recorded hit her home town. Angel and her family were lucky to survive, but now they have to start all over again. One of the biggest risks to Angel is that she won't heave a place to go to school. Without a place to learn, the storm could stunt her education. We need your support to rebuild classrooms, provide school meals and school supplies to get Angel and kids like her learning again.",Education,"With your support, we'll help Angel and thousands of students just like her get back to learning by rebuilding or repairing schools, investing in school meals when necessary, and helping schools meet students' needs.","If children are unable to return to school, they are unlikely to learn the skills they need to grow into successful young adults who contribute to their communities. Getting kids back to school is a key factor in long-term recover in disaster-affected communities. After all, an educated community is a resilient community!","Today, Angel and thousands of children in Tacloban remain unable to return to school. Schools have been damaged by the storm, and even where they're structurally sound, many families cannot afford to pay for a school lunch or school supplies so they keep their kids home. If children can't return to school, their ability to thrive will be compromised in the long-term.",United Kingdom,Bristol,Somerset,490.00,250.00,0.00,6,1,2014-06-23T17:18:43-04:00,2021-11-25T02:23:55-05:00,Climate Action;Disaster Response;Economic Growth;Education;Ecosystem Restoration;Ending Human Trafficking;Education;Disaster Response,6
17297,false,retired,2014-05-28T16:32:55-04:00,A home for Lanzlee,"Lanzlee was just five months old when the strongest typhoon ever to make landfall destroyed his home and all of his family's possessions. Today, he lives with his two brothers and parents in a shack without power, running water. They use a kerosene lamp at night, so fumes and fire are constant risks. Lanzlee and his family need a permeant home. With our partners, Gawad Kalinga (GK) , that's exactly what we'll give him.",Disaster Response,"GK only builds the main structure of a house, and the buildings still need additional work before they can be considered finished homes. That's where we come in. We'll turn the structures GK builds into finished homes by building an interior loft and installing stairs to almost double the available living space. We'll also be plastering and painting to ensure the houses feel like true homes. These essential works will give Lanzlee's family the space to live safely and comfortably.","With a home, Lanzlee's older brothers can be re-enrolled in school, his parents will be able to get back their livelihoods and Lanzlee will have a safe, sanitary living space again.","Today, Lanzlee and thousands of survivors remain in temporary shelter. Lanzlee's family can't restart their livelihoods in temporary shelters and, as these shelters are unsanitary, they're more susceptible to illness. Homelessness also complicates sending children back to school. Secure housing underpins recovery, but many families simply can't afford to rebuild.",United Kingdom,Bristol,Somerset,165.00,845.00,680.00,6,2,2015-02-11T10:22:47-05:00,2021-11-25T02:23:55-05:00,Climate Action;Disaster Response;Economic Growth;Education;Ecosystem Restoration;Ending Human Trafficking;Disaster Response;Safe Housing,6
17380,false,retired,2014-06-01T00:00:00-04:00,Giving kids a chance to PLAY- Philippines/D.R.,"This project is a combined effort between GloBall Giving and the Peace Corp in the Philippines and Dominican Republic to create sporting teams, clubs and leagues in remote, impoverished areas throughout the countries.  By providing recreational games and activities we will be promoting a healthy and productive lifestyle while empowering children to become community leaders through sportsmanship, discipline, teamwork and trust.",Sport,"Through our combined efforts, we will provide the sporting equipment along with the support of volunteers to coach and challenge the children in these disadvantages communities with positive recreational alternatives promoting healthy lifestyle choices through physical activities.","While children will have the opportunity to focus their energy on play, our team will be focusing their energy on empowering, inspiring and helping each child develop into contributing members and future leaders of their communities. This project is not just about giving a child a ball or bat or glove but how that ball or bat or glove can help a child learn critical life skills that will give them a chance at a better future through sports and play!!","There is no sporting equipment available in these remote and impoverished towns and little or no opportunity for children to engage in positive physical activity.  Without our combined effort to promote healthy lifestyle alternatives, children are more likely to engage in behavior that contributes to making poor choices that will effect their health and well being.",United States,Port Washington,Wisconsin,0.00,25000.00,25000.00,0,0,,2021-11-25T02:23:55-05:00,Sport;Physical Health;Sport;Physical Health;Sport,6
17381,false,retired,2014-06-01T00:00:00-04:00,Build 40 water & toilet units - Haiyan PHilippines,"This project will build 40 WATER & SANITATION facilities for core shelters being constructed by EcoWEB and partners for families made homeless by Super Typhoon Haiyan in the Philippines. The BALA'I project in Dulag, Leyte will rebuild shelter resilient to typhoon, flooding & earthquake. The basic hygiene facilities will prevent ground water contamination and reduce the occurrence of waterborne diseases. This will help the beneficiaries regain a safer, healthier and more dignified living.",Disaster Response,"EcoWEB, Inc. with the support of Mennonite Central Committe, Architecture for Humanity Manila and Ecotektonika will build 40 resilient core shelter units that could provide safety to families with children and vulnerable members during typhoon, flooding, earthquake and heavy rains. The BALA'I shelter project is designed to have sanitary and rainwater catchment facility. 40 families of these resilient shelter units shall be provided with this greatly needed facility.","Through this project, 40 families made homeless by Super Typhoon Haiyan will be able to regain a safe, healthy and dignified living. Their shelters will be equipped with basic hygiene facilities and be resilient to typhoon, flooding and earthquake. The intended sanitary facilities will prevent ground water contamination and reduce the occurrence of waterborne diseases.","In Barangays Alegre and Batug, Dulag, Leyte, 70% of the 343 houses were totally damaged and 30% partially damaged. Of the totally damaged, only 50 households of the affected have been provided with temporary shelter support.The BALA'I project will add 40 resilient core shelter units. While the core shelter units to be constructed has already been partially funded, they lack support for the construction of water, sanitation and hygiene facilities.",Philippines,Iligan City,Lanao del Norte,370.00,12000.00,11630.00,9,0,,2021-11-25T02:23:55-05:00,Disaster Response;Climate Action;Physical Health;Clean Water;Safe Housing,6
17479,true,unsearchable,2014-06-13T16:58:16-04:00,Cancer care for 100 children in the Philippines,"We treat children with cancer in the Philippines at five hospitals on the island of Mindanao. When treatment isn't possible, we provide effective pain relief. We do this by training and mentoring local staff though partnerships with our network of international hospitals and volunteer specialists. The partnership creates a two-way transfer of skills and knowledge to develop locally appropriate, affordable, and sustainable solutions to the problem of childhood cancer in the Philippines.",Physical Health,"Local doctors are trained through bi-annual on-site workshops and telemedicine support at the Southern Philippines Medical Center (SPMC) and 4 satellite hospitals. The project is in its 5th year, now reaching 250 children per year, and has already increased 1-year survival rates for the most common diagnosed cancers to 60%. Parent support groups, psychosocial support for patients and families, data collection, and early detection and public education campaigns are also key project activities.","The project aims to increase access to treatment and to improve long-term, 5-year cancer-free survival rates across Mindanao. We're only reaching 250 of the estimated 1,100 expected cases. The focus will continue to be on curing easily treatable childhood cancers, while also providing pain relief for children who can't be treated. In the next 2 years, a 5th satellite center will be opened in Butuan City to help more children. Local fundraising and sustainability planning will continue.","Over 1,100 cases of childhood cancer are expected annually in Mindanao, a culturally rich, but economically disadvantaged island in the Philippines. Less than 20% of all children with cancer on the island Mindanao are diagnosed and for those who are diagnosed, survival rates are significantly lower than in developed countries. Low survival rates are the result of late diagnosis, a lack of trained healthcare professionals, unaffordable cost of drugs, and high rates of abandonment of treatment.",United States,Denver,Colorado,13761.00,20000.00,6239.00,168,10,2017-03-14T12:58:46-04:00,2021-11-25T02:23:04-05:00,Child Protection;Physical Health;Physical Health;Physical Health;Mental Health,6
17652,false,funded,2014-07-07T15:34:24-04:00,Typhoon Haiyan Bunk-houses Gardening Initiative,"The project will provide vegetable seeds, organic fertilizer, garden tools and equipment for Typhoon Haiyan survivors living in bunk-houses in hardest-hit areas in Leyte namely, the cities of Tacloban and Ormoc and the Municipality of Palo. Thousands of dislocated residents are housed in temporary shelters (bunk-houses) waiting to be finally resettled in a more safer place but this effort will take years. They can benefit meanwhile by utilizing available spaces around the bunk-houses as gardens.",Disaster Response,"The project will provide vegetable seeds, garden tools, garden materials such as recycled containers and technical training to families residing in 3 bunk-houses in Leyte. They then raise vegetables in small family plots or in containers when space is limited. The produce they can use to improve family nutrition and market the surplus for extra income. Families will visit each other's gardens and share success stories thus increasing closeness among each other.","The long-term impact is manifold; improve nutrition especially among children, improve income from the sale of surplus vegetables, good exercise, antidote to depression and providing the survivors with hope for the future as they create their own gardens. The gardens also provide them with a means to make use of their time, make themselves productive and a sense of being useful to their families and community. The learning they will get they can use when they transfer later on.","Families living in unsafe zones ravaged by Typhoon Haiyan are living in bunk-houses in Leyte. One group of bunk-houses contains 300-400 families. They have nothing to do except wait for government and other donor support. They are restless and some are depressed. Meanwhile, areas around the bunk-houses are suited for gardens. When spaces is lacking, gardens can be done using recycled containers, bamboo and sacks. Gardening provides nutrition, extra income, use of time and good exercise.",Philippines,Cagayan de Oro,Misamis Oriental,12572.91,70000.00,57427.09,36,14,2017-02-16T10:26:25-05:00,2021-11-25T02:23:56-05:00,Animal Welfare;Disaster Response;Economic Growth;Ecosystem Restoration;Gender Equality;Food Security;Disaster Response,6
17675,false,funded,2014-07-10T03:33:47-04:00,Rebuild the lives of 5000 Typhoon Haiyan survivors,"The project involves Filipinos helping their fellow Filipinos. Trained volunteers working with our partner organization will assist 2500 people with a disability in Northern Cebu so that these survivors and their families have the same chances and opportunities of assistance and to rebuild their lives as the able bodied. Additionally, volunteers working with another partner will assist 2000 households in Guiuan, Eastern Samar to rebuild their livelihoods.",Disaster Response,"For Northern Cebu our volunteers will be trained in Filipino Sign language and Psychosocial support facilitation. They will then be able to assist PWD Typhoon survivors through advocacy and interpretation to assert their rights to support. In Guiuan, volunteers will assist in the deliver of psycho-social intervention and livelihood programs of the partner organization.",That 2500 survivors with disabilities and their families have the same chances and opportunities of assistance and to rebuild their lives as the able bodied in the Typhoon affected areas of Northern Cebu.  That 2000 families in Guiuan will have better access to livelihoods and an improved well-being.,"Northern Cebu is one of the areas devastated by Typhoon Haiyan, it was recognised that there is a need to give relief and support to People With Disabilities (PWD) survivors in the affected areas in the North of Cebu and also some of the surrounding islands, as they can easily be overlooked by other relief operations. In Guiuan, Eastern Samar where the Typhoon first made landfall, the pressing need now is to assist survivors with rebuilding their livelihoods",Philippines,Iligan City,Mindanao,8721.71,10000.00,1278.29,6,5,2015-10-01T07:01:11-04:00,2021-11-25T02:23:56-05:00,Disaster Response;Disability Rights,6
17699,false,retired,2014-09-01T00:00:00-04:00,Donate a Health-Center to the Philippines,"Typhoons strike the Philippines every year. Supertyphoon Haiyan, locally known as Yolanda, destroyed the village of San Francisco in the Camotes Islands (Cebu). Healthcare is expensive and the closest hospital is 3-5hs away from the village. Kito delivered 1 Mobile Unit for emergencies (Kito-Health) to San Fernando and now aims to ship another one to San Francisco for long-lasting medical assistance to the population during the recovery. We only need $13.6k (1/5 of $68k) to complete the project!",Disaster Response,"Kito Health, as an additional and most accessible medical facility in the field, aims to provide people in need with prompt medical assistance. Given its energy self-sufficiency, Kito-Health hopes to become a safe shelter on which local people can rely when ordinary facilities are insufficient. Being sustainable and easily truckable, it represents a best practice face to natural catastrophes that can be spread to other areas of the Philippines as already demonstrated in San Fernando this year.","Despite its emergency nature, Kito Health has a long-term perspective focusing on prevention and sustainability. As previous experiences show, Kito offers and hosts different training on basic health and hygiene aimed to improve the living conditions and reduce the infectious illnesses insurgence within the local community. Thanks to its structure and materials, Kito Health is environment-friendly and autosustainable. It offers an innovative and easily transportable model in emergency & recovery","San Francisco, as happened with the supertyphoon Haiyan and the 7.2 magnitude earthquake, is difficult to reach in case of emergency. It is often left out from the international aid. As a consequence the local government asked Kito's support for the construction of a mobile health center (Kito Health) and the supply of emergency medical assistance to face the population's needs when natural disasters occur. Children and women are the main target of the intervention as the most vulnerable groups.",Italy,Padova,Veneto,4809.03,13600.00,8790.97,116,3,2017-10-27T09:49:20-04:00,2021-11-25T02:23:56-05:00,Child Protection;Disaster Response;Economic Growth;Education;Gender Equality;Physical Health;Food Security;COVID-19;Clean Water;Safe Housing;Disaster Response;Climate Action;Physical Health;Sustainable Agriculture,6
17748,false,funded,2014-07-22T10:58:10-04:00,Estudio Damgo III: A Filipino Design+Build Studio,"The Senior Architecture students of Foundation University is now on its third course of shaping the lives of people through sustainable and eco-friendly architecture that is to be built on the water at Brgy. Bantayan, Dumaguete City. A sophisticated structure that floats, that is not just any other traditional structure made out of stilts or rigid structural elements fixed to the ground but a structure that floats and will rise on top of the water by only using native bamboo and recycled plastic",Climate Action,"By a hands-on experience that involves conceptualizing, designing and raising the funds by students. We are proposing a Marine Sanctuary Center, a floating structure that will be able to support the food security program, promote the preservation of the marine environment and provide a place where fishwardens can do their job efficiently and effectively.","Food security is a growing problem everywhere on the globe, the project will serve as a representation of our commitment to protecting the sanctuary in order to increase the fish population in the area but also to help feed the future generations of Dumaguete.  A well protected sanctuary can generate not just an increase in fish supply but also revenue for the people. The structure will also be a constant reminder to always look at to our environment and the need to preserve it.","Absence of marine guardhouse and reliance of sea-food resources from neighboring towns and even from other islands has been one of the concerns faced by the community. Apart from the city being surrounded by water yet still relying on neighboring cities supply.In order to attain food security from these marine sanctuaries, fish wardens are the ones obliged to secure the area. But the challenge is that there is no place for them to do their task and a place for them to stay during their shift.",Philippines,Dumaguete,Negros Oriental,19172.99,20000.00,827.01,80,9,2016-09-13T13:44:12-04:00,2021-11-25T02:23:56-05:00,Education;Ecosystem Restoration;Sport;Digital Literacy;Arts and Culture;Clean Water;Sustainable Agriculture;Climate Action;Education;Sustainable Agriculture,6
17913,true,active,2014-09-01T00:00:00-04:00,Care for 20 Children 0-10 Years Old in Philippines,"Angel House cares for up to twenty children from newborn to ten years in the Philippines. Our dedicated team of staff can transform a neglected or abused child into a happy, well adjusted individual that is ready to be re-united with their family or adopted by loving parents.",Child Protection,"Our professional team provides a loving and caring home to these neglected, abused or abandoned children, preparing them to be re-united with their families or adopted by a family that will love and care for them. We provide nutritional meals, medical care and educational activities to develop their mental and physical skills during this critical stage in their development.","Angel House already had more than 20 children successfully adopted, giving them a family that will love and care for them in a safe and secure environment. We have many other children waiting to be adopted, making the dreams of the child and the adoptive parents come true. Our other children will be re-united with their own families after they have resolved their problems. The Angel House Social Worker continues to monitor the children after they have returned to their families.","Poverty is widespread in the Philippines and almost half the country's children live below the poverty line. Armed conflict and recent natural disasters, such as Typhoon Yolanda and Typhoon Pablo, have torn apart families and left many children without parents or relatives to care for them. Abortion is illegal in the Philippines and so young teenagers or even victims of rape or incest have no choice but to give birth to an unwanted child. Angel House provides a safe haven for these children.",Philippines,San Isidro,,93993.41,195000.00,101006.59,1939,9,2021-10-17T20:57:39-04:00,2021-11-25T02:22:44-05:00,Child Protection;Education;Child Protection;Ending Abuse,6
17935,false,retired,2014-08-13T16:14:19-04:00,Pinagpala Children Center Feeding Program,"The Pinagpala Feeding Program is an ongoing project in the Philippines developed by Children Incorporated to keep children enrolled in the CI program fed so they are alert at school and ready to learn. The children are given a nutritional meal before and after school each day so they can have a full stomach for learning. CI provides funds for the program to buy grains, meets, vegetables, as well as cooking supplies to feed the children.",Education,Feeding programs are necessary to keep children alert in school so they can learn and succeed. The Pinagpala Children Center Feeding Program provides children with the nutritional support that they need to help with their important development. It has been reported that children perform better and grow at a better pace when they have been included in the feeding program.,Children that have nutritional support and succeed in school can grow up with an education that will lead to a better life. Children in need in the Philippines and at the Pinagpala Children Center are in need of continuing support to grow and learn. Providing support now will last a lifetime.,"Children who do not have food perform poorly in school. Without proper physical development, children are not able to grow and learn at the pace that they need to achieve success in school. At the Pinagpala Children Center, 25 children are enrolled in the feeding program to ensure that they do not fall behind in school because they do not have nutritional support. It only costs $15 a month to feed a one child every day at through the Children Incorporated feeding program.",United States,Richmond,Virginia,1235.00,3600.00,2365.00,18,5,2015-12-22T09:54:39-05:00,2021-11-25T02:23:57-05:00,Education,6
17939,false,funded,2014-08-13T16:48:36-04:00,RESCUE DOGS in FLOOD AREAS - SAVE CHILDREN'S LIVES,"Non-stop storms have physically devastated Philippine cities and rural villages.  A lack of nutrition and medicines/vaccinations has posed dangerous survival conditions for both children and homeless pet animals. Diseases like rabies, leptospirosis, and related forms of the medieval ""plague"" rival Ebola in Africa. Asia America Initiative has provided emergency food and medical care to more than 100,000 people in the flood zones. We are expanding our life saving missions to include 500 dogs.",Animal Welfare,"Asia America Initiative has provided emergency food and medical care to more than 100,000 people in the flood zones. We are expanding our life saving missions to include hundreds of abandoned dogs living in the ruins of the flood zones; many of whom are sick, injured and severely malnourished who carry diseases passed on to malnourished and barefoot children in the low lying water and mud. We will provide vaccinations, medicines and food to save the lives of humans and dogs.","Diseases spread by animals in flooded areas require medical and nutritional intervention, and appropriate housing and shelter for thousands of homeless dogs.  Killing of dogs is caused by hunger in families with small children as an emergency food source or due to fear of contagious killer diseases such as rabies and leptospirosis.  We will assist schools to educate children on humane care, rescue and shelter of vulnerable dogs and puppies,and their value in trauma healing for small children.  .","The Philippines is among the nations most affected by climate change and related flood calamities. Massive storms such as Typhoon Haiyan and nonstop rainfall creates low level flooding and numerous viral and infectious disease epidemics, often spread by animals. Conditions of hunger, exposure to the elements in physically devastated cities and rural villages, and a lack of nutrition and medicines/vaccinations has caused dangerous survival conditions for children and thousands of homeless dogs.",United States,Washington,District of Columbia,185.00,30000.00,29815.00,6,3,2015-07-07T15:27:36-04:00,2021-11-25T02:23:57-05:00,Animal Welfare;Child Protection;Climate Action;Peace and Reconciliation;Disaster Response;Economic Growth;Education;Ecosystem Restoration;Gender Equality;Physical Health;Ending Human Trafficking;Justice and Human Rights;Sport;Digital Literacy;Food Security;Animal Welfare;Disaster Response;Physical Health;Clean Water,6
18154,false,retired,2014-09-01T00:00:00-04:00,"Feed 3,000 Poor Filipino Kids w/ Fresh Vegetables","2011 National Nutrition Survey reported that 23% of Filipino kids claimed to be food insecure. 5 out of 10 are suffering from malnutrition. Nationwide more than 3 million of them are suffering from this health problem. To 3,000 malnourished Filipino kids from Cavite and Lipa, Aral Pinoy (Education Philippines) will help their parents to cultivate sustainable gardening system to address household food security by providing them micro-nutrient-rich and fresh vegetables for a year.",Food Security,"Aral Pinoy will organize a FREE hands-on seminar on sustainable vegetable gardening system among 100 gardeners/parents to produce micro-nutrient-rich and fresh vegetables. It is an actual demo, hands-on experience and guided supervision on how to cultivate in a 50sqm lot the 18 vegetables found in a popular Filipino folk song ""Bahay Kubo"" (Nipa Hut): Singkamas, Talong, Sigarilyas, Mani, Sitaw, Bataw, Patani, Kundol, Patola, Upo, Kalabasa, Labanos, Mustasa, Sibuyas, Kamatis, Bawang, Luya, Linga.","The bigger goal is not only to make one Filipino household less hungry but to end hunger for all Filipinos. Through quality EDUCATION, life-giving RELATIONSHIPS and being true FILIPINO, this project ensures that the 100 gardeners/parents cultivate sustainable vegetable garden to address household food security, improve access to a variety of micro-nutrient-rich and fresh vegetables and generate income to improve the quality of life and livelihood specially among those in rural areas.","In spite of all the national government's efforts today, there is still a need to come up with stronger local household-led initiatives and concrete action to address food insecurity. A Filipino household consists of five members. However, many parents from the households of Cavite and Lipa in rural areas have no financial means to cultivate sustainable vegetable garden.",Philippines,Manila,Metro Manila,592.80,5000.00,4407.20,8,1,2014-12-02T02:01:59-05:00,2021-11-25T02:23:57-05:00,Food Security;Education,6
18193,false,retired,2014-09-01T00:00:00-04:00,Give Solar LED Lamps for 850 Mangyan Families,"Mangyans are among the poorest people in the Philippines who live in remote settlements and use kerosene as their main source of lighting. This not only contributes to global warming but is also damaging to human health, hazardous, and expensive. This project will introduce and distribute portable solar LED lamps that will be of great benefit to 850 Mangyan households in Baco, Oriental Mindoro.",Physical Health,"By introducing and distributing portable solar LED lamps to the Mangyan communities , the households will reduce their kerosene consumption and expenditure - a savings that can be used for education, food and others. Use of solar lights can also reduce kerosene related accidents; eye and respiratory problems and improve children's study time after dark.","Provision of solar-micro technology to 850 Mangyan households will help to improve the health and safety of the household beneficiaries. It will also improve their living conditions, support environmental conservation awareness, reduce CO2 emissions, and contribute to the achieving the Philippines' MDG of eradicating extreme poverty and hunger.","Majority of the Mangyan villages have no access to electricity thus kerosene lamps are used for lights creating adverse impact on health, on the environment and household income causing household energy and income poverty affecting everyone specially women and children.",Philippines,Makati,,198.94,15000.00,14801.06,5,0,,2021-11-25T02:23:57-05:00,Physical Health;Climate Action,6
18387,false,funded,2014-09-29T13:46:36-04:00,Send Typhoon Haiyan Affected Students to College,"The main problem with Typhoon Haiyan affected students especially girls is that they have difficulty going back to school as most lost their homes and livelihoods and some have parents and siblings who did not survive. They are indeed in very dire strait and they are prey to criminal syndicates offering them job in the cities but only to end up as prostitutes. This modest project will try to send 10 hardly affected girls to college or vocational school, so that they will have a good future ahead",Gender Equality,"Sending the drop-outs back to school especially women and girls is a way out to this very difficult and de-humanizing predicament. All this needs is tuition fee, supplies and allowance for the returning students.","When the returning students finally graduates, they will be able to assist re-build the severely damaged areas through their skills and knowledge. Best of all they will be useful again as compared to the present where they are potential victims of criminal gangs preying on hapless survivors in Leyte.",The main problem is that hardest hit survivors of Typhoon Haiyan who are of school age have not gone to school because their assets are gone or they lost their parents. They are prey to criminal syndicates in Leyte victimizing the youths especially the girls and enticing them to supposedly lucrative jobs in the city such as Manila but they end up in prostitution dens. There is a need to send these students back to school.,Philippines,Cagayan de Oro,Misamis Oriental,8429.00,60000.00,51571.00,31,11,2017-02-16T10:23:10-05:00,2021-11-25T02:23:58-05:00,Animal Welfare;Disaster Response;Economic Growth;Ecosystem Restoration;Gender Equality;Food Security;Gender Equality,6
18461,false,funded,2014-10-10T10:51:55-04:00,A Computer Lab for Planza Island School,"This project will provide a computer lab for Planza Island School.  The school was struck by typhoon Haiyan, which tore through the Philippines in November 2013.  The school's 204 kids are now learning in damaged classrooms.  One of these classrooms was supposed to be a computer lab but until the classroom can be repaired, and refurbished, these plans have been halted.  With your help we'll change this and open the computer lab.",Education,"By donating today, you'll help us repair the computer classroom at Planza Island School and make it secure and electrically safe.  You'll also allow us to buy or build furniture so that computers can be installed.  The Department of Education will provide 15 computers once this work is complete.  The kids will then be able to learn the skills they need to find stable work in the future.","Your donations will provide 204 kids with the skills they need to find stable jobs and escape poverty when they're older.  Planza Island is not far from Tacloban but its more rural location means that kids there are poorer, and more neglected, than those in the centre of the city.  By allowing us to open a computer lab for these kids, you'll ensure they not only recover from typhoon Haiyan, but also build stronger futures in the long-term.","Typhoon Haiyan damaged or destroyed over 2,500 schools leaving hundreds of thousands of kids traumatised and without an education.  Many kids are now back in school, but are still learning in tents or damaged classrooms.  With so many basic needs unmet, longer term plans to improve education through computer classes have been halted.  This puts kids at a further disadvantage and threatens their future by denying them important skills.",United Kingdom,Bristol,Somerset,1708.76,1652.00,0.00,22,1,2015-01-26T20:15:25-05:00,2021-11-25T02:23:58-05:00,Climate Action;Disaster Response;Economic Growth;Education;Ecosystem Restoration;Ending Human Trafficking;Education;Disaster Response,6
18596,false,retired,2014-10-27T16:56:34-04:00,Long Term Initiatives to Typhoon Haiyan Victims,"The estimated damage of typhoon Haiyan is 34 billion pesos.  With this tremendous devastation, every recovery effort must be sustained to achieve greater impact to victims' lives. That is why CJFI will continue its long term recovery program to reach out more number of victims and gain wider scope of communities assisted.  This initiative will cover the municipalities including Tacloban City with coastal barangays facing Leyte Gulf with thousands of fishing families who were badly affected.",Disaster Response,"The current long term recovery program initiated by CJFI has only impacted the families, children, and communities that it has prioritized based on the resources available. This initiative will reach out the 21 coastal communities facing the Gulf of Leyte consisting of close to 1,000 fishing families.  These areas were in the center of typhoon Haiyan's powerful storm surge and super wind velocity when Haiyan hit Tacloban City on Nov 8, 2013.","The sector that will be greatly impacted by this project are children and their families whose sources of living are fishing. It will improve the lives of about 2,000 young children coming from the  fishing families living in 21 coastal barangays facing the Gulf of Leyte.  It will also improve the lives of families in the communities who are dependent on fish vending as fishing boats will be distributed to affected fishing families to regain back their lost livelihood.",The main issue this project will address is there are still many typhoon Haiyan victims who need help in terms of long term assistance.  Local government units (LGUs) have ran out of resources because they were caught surprised and unprepared.  Local donations will come to a point to stop because availability of funds are not forever.   This initiative will reach out more number of victims and more number of communities affected by typhoon Haiyan through small but continued donations.,Philippines,Davao City,Davao del Sur,45329.89,422000.00,376670.11,224,11,2017-05-18T16:25:47-04:00,2021-11-25T02:23:58-05:00,Disaster Response,6
18604,false,funded,2014-10-24T15:38:40-04:00,Hot Meals for Evacuees like Antonio,"Antonio is 74. He lives with his three grandchildren in a house made from a few sheets of tin and plywood perched on a riverbank. Every year there are floods, and Antonio's house has been destroyed many times in his life. During floods Antonio and his grandchildren have to spend days sleeping on the floor of an evacuation centre. With your help, we'll be there to provide hot meals and emergency supplies during those floods.",Climate Action,"The funds raised through this project will be used to provide hot meals, like rice porridge with chicken and vegetables, in evacuation centres during floods. Funds will also be used to provide other emergency supplies like drinking water and first aid.  No one knows when the next flood is coming, so we're raising the money we need to provide hot meals for evacuees now.","Preparing to feed the most vulnerable is one of the many ways we're helping vulnerable Banaba residents resist and recover from floods. By providing nutritious, filling food during evacuation, families won't have to use precious savings to pay for meals outside their home during floods. This will leave them with more funds available to recover when floods recede. It will also remind them that during disaster, there is someone there who cares.","The Philippines is affected by around 20 typhoons every year, making it one of the world's most disaster-prone countries. The floods those typhoons bring are devastating for the thousands of families who live on the riverbanks in the poor community of Banaba. Banaba is on the outskirts of Manila in a flood plain surrounded by rivers. It floods multiple times every year, and those floods force thousands to evacuate.",United Arab Emirates,Bristol,Somerset,415.00,384.00,0.00,11,1,2014-12-15T14:55:59-05:00,2021-11-25T02:23:58-05:00,Climate Action;Disaster Response;Economic Growth;Education;Ecosystem Restoration;Ending Human Trafficking;Climate Action;Disaster Response;Economic Growth,6
